Tract,sf_num_loans,sf_med_income,sf_med_upb,indian,asian,black,hawai,white,mean_age,sf_purchase,sf_refinance,sf_rehab,sf_cashout,sf_na,mf_num_loans,mf_med_upb,mf_purchase,mf_refinance,mf_rehab,mf_cashout,mf_na,NAME,unitE,unitM,geometry,family
101800,368,70000,135000,2,7,8,0,308,34.94565217391305,223,108,0,37,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 1018, Allegheny County, Pennsylvania",1212,74,"list(list(c(1357203.60029347, 1357173.0030023, 1357907.55643781, 1358361.73492884, 1357567.04513085, 1360139.57963438, 1360721.50597731, 1362207.09125, 1363371.02193856, 1363240.66750099, 1362683.67858551, 1362312.79344232, 1362148.44601503, 1361887.71522724, 1361477.50177186, 1361542.76435691, 1361509.66594526, 1361475.52573429, 1361203.78924242, 1361158.7505862, 1360822.95152145, 1360071.96088083, 1359911.47388101, 1359108.63147563, 1358030.87762576, 1357285.94826985, 1356766.57116091, 1357203.60029347, 
121180.929117201, 121949.271824144, 122974.471937498, 122974.626157488, 123791.12724165, 124918.179922635, 125163.351770089, 125116.069126335, 124792.675747488, 124544.106675584, 124305.17180755, 123931.451363628, 123759.187372843, 122820.696130033, 121296.269451754, 120528.52001145, 120131.722810031, 120069.166156545, 121688.407651534, 121767.538632364, 122003.797997515, 122285.169876018, 122343.893849672, 122587.973022997, 121405.600214764, 121047.99612978, 121265.645533225, 121180.929117201)))",Single Family only
110200,447,118000,225000,2,24,28,2,334,38.56823266219239,209,182,1,55,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 1102, Allegheny County, Pennsylvania",1979,159,"list(list(c(1362411.97793764, 1362543.22264661, 1362734.36932909, 1362792.36684796, 1363283.66698432, 1364166.29415261, 1364912.95525703, 1365883.59833093, 1365387.91585512, 1365121.09609961, 1365000.54741301, 1364837.6449799, 1364454.36966765, 1363010.1801118, 1362441.11770234, 1362471.80851254, 1362411.97793764, 120042.67208527, 120546.70499675, 122060.6203362, 122031.827089926, 121792.052706327, 121553.037350557, 121629.441885502, 121147.73911311, 120224.566816252, 119716.99027473, 119415.682753539, 
118990.425913851, 117979.898257647, 118683.849227777, 118988.271878575, 119666.132881293, 120042.67208527)))",Single Family only
110600,400,120000,235000,2,19,21,4,316,39.725,183,181,0,36,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 1106, Allegheny County, Pennsylvania",1113,43,"list(list(c(1364837.6449799, 1365000.54741301, 1365121.09609961, 1365387.91585512, 1365883.59833093, 1366623.17640107, 1366374.58918734, 1367343.97669133, 1367070.74498252, 1366167.33229231, 1366219.47812393, 1365782.80855251, 1365578.37048782, 1364454.36966765, 1364837.6449799, 118990.425913851, 119415.682753539, 119716.99027473, 120224.566816252, 121147.73911311, 121196.674828941, 119969.544456255, 119891.029805786, 118076.993115255, 117624.302240711, 117104.731731306, 116962.94125499, 117547.553448516, 
117979.898257647, 118990.425913851)))",Single Family only
111300,190,104000,229500,0,11,17,1,141,36.8421052631579,108,58,3,21,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 1113, Allegheny County, Pennsylvania",1434,97,"list(list(c(1361191.20710265, 1361502.00903958, 1361589.52468541, 1361660.01751313, 1362441.11770234, 1363010.1801118, 1364454.36966765, 1365578.37048782, 1365782.80855251, 1364920.18823446, 1364724.03236899, 1364248.06366176, 1363936.66087554, 1363524.28573034, 1362461.88284975, 1362639.86667994, 1361459.61775122, 1361191.20710265, 118407.081953123, 118910.958193312, 119589.573844252, 119415.77062637, 118988.271878575, 118683.849227777, 117979.898257647, 117547.553448516, 116962.94125499, 116618.978553711, 
116289.315333719, 116523.934994188, 116627.236343892, 116766.607644226, 117313.03416272, 117682.863069365, 118266.923163422, 118407.081953123)))",Single Family only
111400,77,89000,165000,0,3,12,0,53,34.54545454545455,51,21,0,5,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 1114, Allegheny County, Pennsylvania",627,60,"list(list(c(1360119.96099101, 1360655.05254968, 1361191.20710265, 1361459.61775122, 1362639.86667994, 1362461.88284975, 1362087.0074197, 1361713.72356431, 1361214.31877341, 1360655.80683781, 1360491.32433976, 1360119.96099101, 116261.529658794, 117345.430230776, 118407.081953123, 118266.923163422, 117682.863069365, 117313.03416272, 116552.716667556, 115790.177364581, 116033.101435647, 116282.994149954, 116273.294564127, 116261.529658794)))",Single Family only
111500,62,78000,165000,0,3,9,0,45,38.064516129032256,34,17,0,11,0,3,15005000,0,0,0,3,0,"Census Tract 1115, Allegheny County, Pennsylvania",1874,174,"list(list(c(1360662.58723734, 1361207.7130434, 1361437.02805503, 1361713.72356431, 1362087.0074197, 1362461.88284975, 1363524.28573034, 1363936.66087554, 1364248.06366176, 1364724.03236899, 1364989.56345591, 1365495.7343266, 1365853.61708597, 1365348.0984557, 1365169.39093803, 1364309.53505908, 1363899.46917863, 1363247.59913202, 1362141.31330388, 1360715.05957943, 1360662.58723734, 113660.492167724, 114776.955437511, 115238.057222623, 115790.177364581, 116552.716667556, 117313.03416272, 116766.607644226, 
116627.236343892, 116523.934994188, 116289.315333719, 116154.73599545, 115546.893433199, 114451.837677481, 113507.768033033, 113675.521731871, 114468.272756532, 114701.246216705, 114461.757243595, 114053.670394313, 113544.361872849, 113660.492167724)))",Single Family and Multi Family
120300,8,76000,46500,0,0,5,0,3,40,5,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 1203, Allegheny County, Pennsylvania",830,81,"list(list(c(1367909.91365564, 1368042.1627657, 1369072.94118904, 1370589.4933831, 1370795.88379991, 1370871.34919779, 1370539.28048412, 1371110.05604561, 1371394.08899314, 1371236.41335014, 1370542.41539067, 1370078.39971279, 1369322.55189567, 1369080.19394089, 1368676.13516837, 1368595.53835909, 1368038.43796691, 1367853.79476562, 1367909.91365564, 118108.906225943, 119539.769780223, 119444.487747184, 120148.844451883, 120020.534876642, 119225.594709499, 118933.153837201, 117953.171024105, 117463.947519002, 
117335.19181091, 115997.701449909, 115852.867307953, 115614.705739902, 115540.552056781, 115288.923248654, 115573.752779177, 116631.815610574, 117041.336126739, 118108.906225943)))",Single Family only
120400,4,86000,98000,0,0,2,0,1,47.5,2,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 1204, Allegheny County, Pennsylvania",325,63,"list(list(c(1365782.80855251, 1366219.47812393, 1367651.97543922, 1367909.91365564, 1367853.79476562, 1368038.43796691, 1368595.53835909, 1368676.13516837, 1368387.48720768, 1368249.73575737, 1367501.48054728, 1366823.27410112, 1365951.7534559, 1365782.80855251, 116962.94125499, 117104.731731306, 118078.891401499, 118108.906225943, 117041.336126739, 116631.815610574, 115573.752779177, 115288.923248654, 115100.029616183, 115023.643459037, 114756.920555214, 115601.542335617, 116661.677789095, 116962.94125499
)))",Single Family only
120700,2,86500,55000,0,0,1,0,1,20,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 1207, Allegheny County, Pennsylvania",378,71,"list(list(c(1367529.15628599, 1367966.44656537, 1368620.37359217, 1368676.13516837, 1369080.19394089, 1369322.55189567, 1370078.39971279, 1370520.96863865, 1369945.42761375, 1369891.45508899, 1369543.65868623, 1369378.26752852, 1369294.05109686, 1368808.53516357, 1368710.51752815, 1368697.04792199, 1368647.87766902, 1367489.05973767, 1367529.15628599, 113165.348352129, 113877.176881478, 114994.732212625, 115288.923248654, 115540.552056781, 115614.705739902, 115852.867307953, 115705.570819085, 113928.894112688, 
113762.217712111, 112717.199015264, 112458.897322806, 112498.166448982, 112678.261309179, 112722.249526687, 112695.614533004, 112610.460738988, 113120.425991627, 113165.348352129)))",Single Family only
120800,6,52500,59000,0,0,1,0,3,40,3,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 1208, Allegheny County, Pennsylvania",266,35,"list(list(c(1364920.18823446, 1365782.80855251, 1365951.7534559, 1366823.27410112, 1367501.48054728, 1368249.73575737, 1368387.48720768, 1368676.13516837, 1368620.37359217, 1367966.44656537, 1367529.15628599, 1367489.05973767, 1366992.44508114, 1366704.55421844, 1365348.0984557, 1365853.61708597, 1365495.7343266, 1364989.56345591, 1364724.03236899, 1364920.18823446, 116618.978553711, 116962.94125499, 116661.677789095, 115601.542335617, 114756.920555214, 115023.643459037, 115100.029616183, 115288.923248654, 
114994.732212625, 113877.176881478, 113165.348352129, 113120.425991627, 112531.452350266, 112218.640994952, 113507.768033033, 114451.837677481, 115546.893433199, 116154.73599545, 116289.315333719, 116618.978553711)))",Single Family only
130100,4,48500,46000,0,0,4,0,0,35,2,1,0,1,0,3,6950000,1,1,0,1,0,"Census Tract 1301, Allegheny County, Pennsylvania",779,88,"list(list(c(1369945.42761375, 1370520.96863865, 1370078.39971279, 1370542.41539067, 1370609.77984263, 1371371.42953312, 1371781.52495894, 1373016.16899546, 1373531.66078376, 1375962.54194268, 1376031.88981405, 1376397.4236576, 1375494.31780349, 1374602.31752472, 1374081.6643098, 1373487.80812401, 1373598.75941689, 1373431.05883628, 1372685.92120601, 1372873.83816149, 1372255.59252925, 1370914.09229638, 1370899.67853576, 1370605.93528364, 1369891.45508899, 1369945.42761375, 113928.894112688, 115705.570819085, 
115852.867307953, 115997.701449909, 115975.255417862, 115673.545371536, 115192.50146946, 114901.731970349, 114707.49638737, 113838.859300896, 113851.36806947, 113092.689313867, 112369.210886491, 112550.447113068, 112413.490939037, 112593.247624112, 112948.773529701, 113463.159674583, 113704.622531509, 114279.10566769, 114483.55131578, 115045.982182502, 114431.12805063, 113531.633351239, 113762.217712111, 113928.894112688)))",Single Family and Multi Family
130200,7,45000,49000,0,0,6,0,0,42.857142857142854,4,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 1302, Allegheny County, Pennsylvania",521,64,"list(list(c(1370899.67853576, 1370914.09229638, 1372255.59252925, 1372873.83816149, 1372685.92120601, 1373431.05883628, 1373598.75941689, 1373487.80812401, 1372435.81569779, 1371816.31734886, 1371221.77902133, 1370605.93528364, 1370899.67853576, 114431.12805063, 115045.982182502, 114483.55131578, 114279.10566769, 113704.622531509, 113463.159674583, 112948.773529701, 112593.247624112, 112934.869554738, 113134.983226449, 113330.849760222, 113531.633351239, 114431.12805063)))",Single Family only
130300,9,50000,79000,0,1,7,0,1,34.44444444444444,7,0,0,2,0,2,2750500,1,0,0,0,1,"Census Tract 1303, Allegheny County, Pennsylvania",694,78,"list(list(c(1368697.04792199, 1368710.51752815, 1368808.53516357, 1369294.05109686, 1369378.26752852, 1369543.65868623, 1369891.45508899, 1370605.93528364, 1371221.77902133, 1371816.31734886, 1372435.81569779, 1372216.75142155, 1372627.38022526, 1372513.68243989, 1372105.64778851, 1371908.4909928, 1370477.81004963, 1369903.25501815, 1368647.87766902, 1368697.04792199, 112695.614533004, 112722.249526687, 112678.261309179, 112498.166448982, 112458.897322806, 112717.199015264, 113762.217712111, 113531.633351239, 
113330.849760222, 113134.983226449, 112934.869554738, 112261.297293745, 111753.650280375, 111411.68122755, 110674.264548727, 110852.992705009, 111644.347099554, 111950.91076427, 112610.460738988, 112695.614533004)))",Single Family and Multi Family
130400,3,35000,49000,0,0,0,0,1,43.333333333333336,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 1304, Allegheny County, Pennsylvania",379,63,"list(list(c(1372105.64778851, 1372513.68243989, 1372627.38022526, 1372216.75142155, 1372435.81569779, 1373487.80812401, 1374081.6643098, 1374223.69562974, 1374251.17615971, 1374366.06212805, 1374545.11754122, 1374410.47521552, 1374148.93550979, 1374012.18296544, 1373391.72392131, 1372779.04563548, 1372230.47814234, 1372105.64778851, 110674.264548727, 111411.68122755, 111753.650280375, 112261.297293745, 112934.869554738, 112593.247624112, 112413.490939037, 111715.325462515, 111542.622249857, 111278.835568604, 
110240.810715271, 110302.078686757, 109722.473789829, 109438.651201684, 109728.038799428, 110399.20616664, 110588.078416655, 110674.264548727)))",Single Family only
130600,20,40000,58500,1,0,11,0,5,46.5,8,9,0,3,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 1306, Allegheny County, Pennsylvania",1391,123,"list(list(c(1374081.6643098, 1374602.31752472, 1375494.31780349, 1376397.4236576, 1376031.88981405, 1376807.75696652, 1377036.83805128, 1377007.97790163, 1377302.13120736, 1378413.00295698, 1378820.31876469, 1378124.38392402, 1377814.16319414, 1379014.56454426, 1379694.29787361, 1379504.96348743, 1379145.86343181, 1377719.85368944, 1376487.43902538, 1375895.16034334, 1375074.77502934, 1374545.11754122, 1374366.06212805, 1374251.17615971, 1374223.69562974, 1374081.6643098, 112413.490939037, 112550.447113068, 
112369.210886491, 113092.689313867, 113851.36806947, 114032.756975098, 114700.65424242, 114386.834055918, 113860.98929878, 114536.072860613, 114447.013913091, 114322.644818491, 113216.824157164, 112771.581355057, 112527.540780076, 111455.920516568, 110217.156081013, 110244.052293606, 110433.199312331, 110430.626195926, 110244.163729257, 110240.810715271, 111278.835568604, 111542.622249857, 111715.325462515, 112413.490939037)))",Single Family only
140100,312,184000,322000,1,29,5,0,235,43.205128205128204,145,140,0,27,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 1401, Allegheny County, Pennsylvania",946,87,"list(list(c(1356342.44285945, 1356828.74199741, 1357023.20283981, 1357154.89378695, 1356967.9329948, 1357057.51485809, 1359296.70714384, 1359728.15603722, 1359977.33317318, 1360631.9273276, 1361667.22769054, 1362300.74139562, 1362310.48178862, 1362303.74561041, 1360542.08846654, 1359933.77464334, 1358657.60448901, 1358301.08517849, 1356965.69487011, 1356570.32948034, 1356421.89885588, 1356342.44285945, 107853.812777391, 108592.635058422, 108991.531011227, 109342.088382938, 109940.913925869, 109948.846111708, 
110090.046082577, 110117.777325743, 110017.452055067, 109751.637841907, 109123.08549805, 108714.977795404, 107541.15282111, 106498.220658452, 106421.586553828, 106406.322081523, 106928.420194373, 107475.761595373, 107888.288039008, 107671.25896233, 107791.657640084, 107853.812777391)))",Single Family only
140200,170,150000,324500,0,17,2,0,125,41.64705882352941,68,88,0,14,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 1402, Allegheny County, Pennsylvania",1071,40,"list(list(c(1359728.15603722, 1360143.58402891, 1360592.46244009, 1361874.13760126, 1362214.07604107, 1362960.49999509, 1363472.48624505, 1364006.93124413, 1364388.07678139, 1364506.89008654, 1364099.9565415, 1364360.88480507, 1363005.11826329, 1362300.74139562, 1361667.22769054, 1360631.9273276, 1359977.33317318, 1359728.15603722, 110117.777325743, 110150.65873203, 110317.556000918, 110805.353376896, 110937.118223918, 111278.807668534, 111532.372358799, 111793.766949429, 111860.017902758, 111246.197032282, 
109963.277984228, 108564.844188709, 108654.993802416, 108714.977795404, 109123.08549805, 109751.637841907, 110017.452055067, 110117.777325743)))",Single Family only
140300,349,143000,285000,2,30,8,0,253,42.808022922636106,160,156,0,33,0,1,4900000,0,1,0,0,0,"Census Tract 1403, Allegheny County, Pennsylvania",1486,93,"list(list(c(1362300.74139562, 1363005.11826329, 1364360.88480507, 1365126.87160872, 1365717.60203117, 1366161.35818226, 1366853.16163704, 1366654.83386192, 1366375.53329556, 1365523.43318004, 1364629.00420231, 1363620.28412533, 1362517.79514452, 1362303.74561041, 1362310.48178862, 1362300.74139562, 108714.977795404, 108654.993802416, 108564.844188709, 108718.776806677, 108868.733363521, 109433.128112701, 109539.401575548, 108242.852113065, 106392.153123341, 106416.369587117, 106440.583219723, 106471.342543842, 
106505.230258085, 106498.220658452, 107541.15282111, 108714.977795404)))",Single Family and Multi Family
140400,354,146000,292500,1,20,6,0,292,41.72316384180791,160,155,0,39,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 1404, Allegheny County, Pennsylvania",975,38,"list(list(c(1364099.9565415, 1364506.89008654, 1364388.07678139, 1365885.46189929, 1366704.55421844, 1367514.7229749, 1367858.91251441, 1367287.10372972, 1367099.63240256, 1366915.55353164, 1366853.16163704, 1366161.35818226, 1365717.60203117, 1365126.87160872, 1364360.88480507, 1364099.9565415, 109963.277984228, 111246.197032282, 111860.017902758, 112084.941534804, 112218.640994952, 111470.224607684, 111260.459806775, 110281.190311575, 109954.205738982, 109640.622948617, 109539.401575548, 109433.128112701, 
108868.733363521, 108718.776806677, 108564.844188709, 109963.277984228)))",Single Family only
140500,130,110500,168500,0,8,16,1,83,40.92307692307692,64,52,2,12,0,1,2525000,0,0,0,1,0,"Census Tract 1405, Allegheny County, Pennsylvania",1015,79,"list(list(c(1366992.44508114, 1367489.05973767, 1368647.87766902, 1369903.25501815, 1370477.81004963, 1371908.4909928, 1372105.64778851, 1372230.47814234, 1371978.47514124, 1371445.22812564, 1369751.29335054, 1369078.34909473, 1367858.91251441, 1367514.7229749, 1366704.55421844, 1366992.44508114, 112531.452350266, 113120.425991627, 112610.460738988, 111950.91076427, 111644.347099554, 110852.992705009, 110674.264548727, 110588.078416655, 109338.378796744, 109584.474359452, 110372.917927528, 110687.412425219, 
111260.459806775, 111470.224607684, 112218.640994952, 112531.452350266)))",Single Family and Multi Family
140600,435,124000,240000,0,19,3,1,363,40.89655172413793,221,179,1,34,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 1406, Allegheny County, Pennsylvania",1459,71,"list(list(c(1367099.63240256, 1367287.10372972, 1367858.91251441, 1369078.34909473, 1369751.29335054, 1371445.22812564, 1371978.47514124, 1371808.14471313, 1371613.82412769, 1371512.92352759, 1370687.62006261, 1370173.77205132, 1369972.42422521, 1370411.17284063, 1370205.64864417, 1369708.77052735, 1369155.70396274, 1368438.4306712, 1367645.72377705, 1367805.47534135, 1366915.55353164, 1367099.63240256, 109954.205738982, 110281.190311575, 111260.459806775, 110687.412425219, 110372.917927528, 109584.474359452, 
109338.378796744, 108374.219300742, 107408.832154014, 106921.49354189, 106879.989842813, 106854.835558719, 107336.552134168, 108409.208972634, 108924.193327661, 109154.481758949, 109364.310092649, 108648.493081318, 108717.444752305, 109105.261109134, 109640.622948617, 109954.205738982)))",Single Family only
